id,Type,X,Y,Demand,ServiceBy
0,d,20.6,-25.0,0,-
1,c,-15.2,-28.6,12.1,D/V
2,c,13.2,8.2,8.6,D/V
3,c,-11.9,20.5,5.3,D/V
4,c,20.8,7.8,4.1,D/V
5,c,6.6,-16.0,4.8,D/V
6,c,0.2,11.7,12.6,D/V
7,c,-8.8,-2.8,2.4,D/V
8,c,-27.4,-28.2,6.9,D/V
9,c,-3.9,0.2,4.4,D/V
10,c,-21.5,9.7,1.0,D/V
11,c,-21.5,-18.4,2.8,D/V
12,c,29.9,-18.4,5.0,D/V
13,c,6.8,26.4,6.2,D/V
14,c,16.1,-2.4,11.5,D/V
15,c,8.3,28.4,5.4,D/V
16,c,18.2,-2.5,14.4,D/V
17,c,-20.3,1.5,13.8,D/V
18,c,-1.4,25.7,1.0,D/V
19,c,15.9,-13.9,1.1,D/V
20,c,10.3,2.0,0.8,D/V
21,c,19.7,-27.8,11.6,D/V
22,c,1.0,2.5,8.1,D/V
23,c,16.1,13.0,6.0,D/V
24,c,29.4,27.2,11.7,D/V
25,c,25.0,17.1,11.3,D/V
26,c,-27.2,5.7,3.6,D/V
27,c,16.3,-23.8,13.2,D/V
28,c,19.1,16.9,10.1,D/V
29,c,8.3,-5.4,3.7,D/V
30,c,-13.7,-19.8,2.6,D/V
31,c,-10.8,-19.9,3.5,D/V
32,c,-9.5,2.5,7.9,D/V
33,c,9.3,-19.7,8.8,D/V
34,c,-2.1,22.3,11.4,D/V
35,c,2.5,-18.5,1.1,D/V
36,c,-12.0,17.2,7.4,D/V
37,c,-5.5,-17.7,14.0,D/V
38,c,10.3,25.1,13.5,D/V
39,c,-17.3,-27.2,12.7,D/V
40,c,20.4,-22.1,10.1,D/V
41,c,20.3,26.5,4.3,D/V
42,c,2.8,-26.4,11.9,D/V
43,c,-8.6,-11.3,6.5,D/V
44,c,22.9,29.2,3.4,D/V
45,c,-0.2,1.0,0.8,D/V
46,c,3.9,-25.2,9.0,D/V
47,c,-8.1,27.7,13.5,D/V
48,c,-14.9,25.7,10.9,D/V
49,c,-15.3,-4.0,12.0,D/V
50,c,-10.1,-15.5,8.7,D/V
51,c,7.6,-22.6,6.2,D/V
52,c,-9.7,-9.6,4.6,D/V
53,c,17.6,-25.6,5.7,D/V
54,c,-14.6,9.9,14.1,D/V
55,c,-26.8,-1.9,9.0,D/V
56,c,-10.2,-11.0,3.0,D/V
57,c,21.5,-16.3,7.8,D/V
58,c,-11.8,10.2,10.6,D/V
59,c,-1.2,1.1,14.7,D/V
60,c,-4.4,9.1,6.5,D/V
61,c,26.4,-20.8,7.2,D/V
62,c,-12.5,-28.0,12.7,D/V
63,c,-8.1,-28.7,10.6,D/V
64,c,-2.1,19.6,6.6,D/V
65,c,-14.0,28.8,8.3,D/V
66,c,-28.7,-17.3,6.7,D/V
67,c,-29.6,-4.2,5.7,D/V
68,c,-21.6,3.5,70.4,V
69,c,-23.3,-11.8,96.2,V
70,c,-14.7,2.8,22.6,V
71,c,25.2,7.7,18.4,V
72,c,-15.1,-26.3,46.4,V
73,c,-27.8,6.9,43.6,V
74,c,23.7,-23.0,92.9,V
75,c,-15.4,3.3,36.0,V
76,c,11.8,13.3,37.1,V
77,c,-6.4,25.0,90.6,V
78,c,27.5,-8.3,39.3,V
79,c,-18.9,-11.3,58.5,V
80,c,4.3,28.7,69.3,V
81,c,17.4,22.4,67.4,V
82,c,-12.4,21.1,86.9,V
83,c,-25.6,3.8,75.0,V
84,c,-4.1,27.6,16.8,V
85,c,11.2,0.7,37.9,V
86,c,-18.8,-4.7,34.4,V
87,c,6.7,1.9,91.2,V
88,c,-27.1,-2.8,85.0,V
89,c,17.0,-13.5,30.9,V
90,c,24.3,23.8,95.5,V
91,s,29.3,24.8,0,-
92,s,-17.7,-4.7,0,-
93,s,-13.5,-29.8,0,-
94,s,-29.2,-14.3,0,-
95,s,24.9,19.0,0,-
96,s,-29.4,-1.0,0,-
97,s,15.9,-24.7,0,-
98,s,3.5,15.3,0,-
99,s,4.4,-1.1,0,-
100,s,22.7,-20.6,0,-
101,s,22.5,-20.0,0,-
102,s,-11.1,21.9,0,-
103,s,20.6,-24.1,0,-
104,s,3.2,8.9,0,-
