id,Type,X,Y,Demand,ServiceBy
0,d,27.7,9.9,0,-
1,c,-22.4,8.9,5.6,D/V
2,c,14.7,-10.5,6.2,D/V
3,c,6.5,-11.5,7.6,D/V
4,c,24.7,-6.8,10.1,D/V
5,c,12.9,17.6,13.5,D/V
6,c,-27.3,-23.7,1.0,D/V
7,c,-19.9,2.8,9.7,D/V
8,c,5.5,22.8,2.4,D/V
9,c,0.0,22.6,4.1,D/V
10,c,-27.1,-22.1,11.2,D/V
11,c,-7.4,2.0,5.5,D/V
12,c,17.0,26.5,4.4,D/V
13,c,-23.9,0.5,13.5,D/V
14,c,20.8,-20.8,5.0,D/V
15,c,27.0,-27.3,7.8,D/V
16,c,18.5,15.4,8.4,D/V
17,c,-21.0,16.3,3.0,D/V
18,c,27.9,-11.5,1.2,D/V
19,c,14.6,-28.2,2.1,D/V
20,c,-5.5,-16.8,11.3,D/V
21,c,1.7,2.0,2.3,D/V
22,c,21.5,-18.0,3.8,D/V
23,c,13.0,-24.7,12.9,D/V
24,c,-25.9,4.3,1.4,D/V
25,c,-4.3,24.9,10.1,D/V
26,c,-21.3,-20.2,4.7,D/V
27,c,-24.1,27.8,10.7,D/V
28,c,-29.1,-26.3,1.3,D/V
29,c,-9.4,-9.9,8.3,D/V
30,c,-26.1,21.5,13.7,D/V
31,c,-30.0,-11.5,6.4,D/V
32,c,-1.9,-6.0,11.2,D/V
33,c,-19.8,-10.0,5.9,D/V
34,c,-26.4,-14.8,4.7,D/V
35,c,11.8,-23.0,5.9,D/V
36,c,-17.8,21.6,9.7,D/V
37,c,23.5,-0.9,0.6,D/V
38,c,22.7,7.4,8.2,D/V
39,c,11.2,16.7,3.9,D/V
40,c,21.0,3.5,14.8,D/V
41,c,10.0,19.4,9.1,D/V
42,c,-15.7,-0.8,5.2,D/V
43,c,2.6,-15.4,0.9,D/V
44,c,13.6,-24.9,8.3,D/V
45,c,27.3,-19.6,1.9,D/V
46,c,-19.2,4.8,9.1,D/V
47,c,9.9,26.6,8.5,D/V
48,c,-8.5,-17.5,7.9,D/V
49,c,-8.6,-28.4,14.6,D/V
50,c,-15.0,2.7,2.1,D/V
51,c,1.0,-1.2,9.4,D/V
52,c,-6.0,-19.8,13.5,D/V
53,c,25.3,3.3,9.9,D/V
54,c,27.1,21.3,8.5,D/V
55,c,13.0,29.3,4.3,D/V
56,c,21.9,-26.6,5.9,D/V
57,c,-13.5,-22.8,6.6,D/V
58,c,-1.8,-10.9,4.4,D/V
59,c,12.0,25.1,3.3,D/V
60,c,6.3,22.1,13.5,D/V
61,c,10.1,-2.5,2.0,D/V
62,c,-24.2,2.9,3.3,D/V
63,c,-10.8,-13.3,4.5,D/V
64,c,9.9,24.6,0.7,D/V
65,c,16.7,20.4,0.7,D/V
66,c,25.3,16.5,2.5,D/V
67,c,-0.8,25.7,2.2,D/V
68,c,22.5,-6.3,68.5,V
69,c,-12.2,12.1,61.9,V
70,c,9.5,-10.8,57.5,V
71,c,11.4,-27.1,65.2,V
72,c,-17.4,21.7,99.7,V
73,c,4.0,1.8,37.2,V
74,c,17.6,-0.4,81.0,V
75,c,5.9,-22.4,97.1,V
76,c,16.8,28.5,89.9,V
77,c,27.3,-8.7,27.2,V
78,c,10.4,29.3,96.1,V
79,c,3.5,-18.9,63.1,V
80,c,-5.6,20.2,63.1,V
81,c,22.5,23.1,58.3,V
82,c,9.2,-13.2,26.6,V
83,c,-1.0,-15.4,52.7,V
84,c,20.4,17.7,77.0,V
85,c,17.5,-3.0,87.0,V
86,c,27.5,-23.7,60.4,V
87,c,23.3,1.1,69.8,V
88,c,-10.2,-15.2,16.2,V
89,c,16.4,-17.5,47.9,V
90,c,12.0,15.3,59.0,V
91,s,5.7,-20.0,0,-
92,s,-12.6,-23.3,0,-
93,s,8.2,-28.3,0,-
94,s,-9.8,29.1,0,-
95,s,-19.9,-23.0,0,-
96,s,-15.1,21.4,0,-
97,s,-21.5,18.0,0,-
98,s,-19.4,19.4,0,-
99,s,-22.3,-10.1,0,-
100,s,-8.5,-5.5,0,-
101,s,-8.9,-18.8,0,-
102,s,-12.0,-20.5,0,-
103,s,-26.6,0.5,0,-
104,s,-16.5,23.9,0,-
105,s,-23.4,-13.5,0,-
106,s,-19.7,27.2,0,-
