id,Type,X,Y,Demand,ServiceBy
0,d,6.6,-23.4,0,-
1,c,2.6,-20.1,0.6,D/V
2,c,27.4,4.3,2.4,D/V
3,c,-25.6,18.2,4.9,D/V
4,c,12.2,11.3,10.8,D/V
5,c,10.1,-22.9,3.5,D/V
6,c,-22.2,-21.2,12.8,D/V
7,c,-26.0,-29.8,11.5,D/V
8,c,15.5,5.2,13.4,D/V
9,c,-0.8,-12.6,1.2,D/V
10,c,29.3,-2.1,6.6,D/V
11,c,-12.7,23.8,12.0,D/V
12,c,-25.9,26.7,7.3,D/V
13,c,23.9,-13.2,8.5,D/V
14,c,28.0,-14.3,7.1,D/V
15,c,-18.1,19.5,3.1,D/V
16,c,2.7,-29.0,9.5,D/V
17,c,25.2,23.6,2.1,D/V
18,c,-24.6,-8.8,6.0,D/V
19,c,-26.3,-16.1,10.1,D/V
20,c,18.2,-24.0,7.4,D/V
21,c,-22.5,25.6,2.2,D/V
22,c,8.2,2.4,10.7,D/V
23,c,20.7,28.3,55.2,V
24,c,16.9,15.9,93.1,V
25,c,3.0,18.0,26.1,V
26,c,-9.6,20.8,99.3,V
27,c,18.6,12.3,17.6,V
28,c,-0.4,4.6,16.9,V
29,c,-26.3,27.7,24.0,V
30,c,29.9,12.6,22.7,V
31,s,-15.4,6.5,0,-
32,s,4.4,-7.5,0,-
33,s,-16.7,-17.0,0,-
34,s,2.5,12.7,0,-
35,s,-3.7,28.0,0,-
36,s,17.6,18.3,0,-
37,s,-21.0,22.6,0,-
38,s,-21.5,-11.7,0,-
