id,Type,X,Y,Demand,ServiceBy
0,d,26.0,-19.6,0,-
1,c,-27.9,14.4,4.0,D/V
2,c,-10.8,-26.4,12.2,D/V
3,c,8.8,-4.9,1.2,D/V
4,c,-6.1,-18.3,12.0,D/V
5,c,-26.6,-17.4,6.0,D/V
6,c,25.1,-8.1,9.8,D/V
7,c,11.4,-15.0,4.9,D/V
8,c,-22.4,8.9,6.6,D/V
9,c,-21.1,26.0,12.2,D/V
10,c,-10.1,-25.0,2.2,D/V
11,c,-3.9,14.2,5.7,D/V
12,c,19.8,25.2,3.4,D/V
13,c,16.5,-20.5,5.3,D/V
14,c,-15.8,-13.5,10.9,D/V
15,c,-29.7,21.1,1.3,D/V
16,c,21.4,11.7,9.5,D/V
17,c,4.0,0.3,0.7,D/V
18,c,-24.8,-16.8,1.7,D/V
19,c,12.9,-1.3,0.6,D/V
20,c,-2.5,-7.6,7.4,D/V
21,c,7.7,-11.7,11.7,D/V
22,c,2.5,-14.7,10.1,D/V
23,c,29.0,-9.3,92.5,V
24,c,13.0,-24.8,87.6,V
25,c,-28.8,17.9,23.1,V
26,c,-11.4,0.3,71.5,V
27,c,-13.6,20.9,75.5,V
28,c,20.2,27.4,28.8,V
29,c,-1.3,-15.9,45.3,V
30,c,16.7,-21.7,78.7,V
31,c,-14.1,-10.7,77.0,V
32,c,-29.3,-3.5,21.0,V
33,c,16.2,-5.6,36.5,V
34,c,13.5,16.1,40.8,V
35,c,-16.8,-15.7,38.0,V
36,c,-11.9,-11.1,28.7,V
37,c,23.5,-28.0,37.0,V
38,c,-7.6,-27.4,66.9,V
39,c,-5.8,18.7,74.8,V
40,c,-23.4,-10.2,95.6,V
41,c,-26.0,5.6,75.3,V
42,c,14.6,-27.8,70.7,V
43,c,13.3,-23.8,66.5,V
44,c,-22.9,-7.7,78.3,V
45,c,26.9,-8.3,34.3,V
46,c,-14.8,14.6,81.9,V
47,c,-6.6,-18.3,57.1,V
48,c,3.8,16.6,62.4,V
49,c,15.2,-18.2,20.6,V
50,c,7.9,0.9,96.2,V
51,c,-2.2,-19.1,67.3,V
52,c,23.8,28.5,59.1,V
53,c,13.4,-5.9,26.3,V
54,c,28.1,19.6,79.4,V
55,c,18.1,-1.3,53.0,V
56,c,23.6,-21.2,26.3,V
57,c,-3.5,-24.4,64.2,V
58,c,21.1,-0.4,58.7,V
59,c,26.1,-18.5,56.5,V
60,c,27.6,-26.4,27.4,V
61,c,-29.4,3.7,30.3,V
62,c,-21.9,2.6,98.4,V
63,c,-8.7,6.7,63.0,V
64,c,26.9,24.1,73.9,V
65,c,29.9,2.4,34.3,V
66,c,22.5,-23.8,35.2,V
67,c,-12.2,28.2,35.3,V
68,c,-18.6,-28.4,32.8,V
69,c,9.1,-11.4,94.1,V
70,c,-18.7,-10.3,73.4,V
71,c,17.3,-12.3,97.7,V
72,c,-19.7,-28.0,55.2,V
73,c,-12.6,-7.2,34.5,V
74,c,27.0,8.5,47.1,V
75,c,-16.7,4.2,58.2,V
76,c,12.8,22.7,82.6,V
77,c,2.4,-20.7,61.9,V
78,c,-27.5,-23.5,65.0,V
79,c,8.0,-27.5,80.7,V
80,c,6.5,-9.0,68.2,V
81,c,20.8,21.4,73.7,V
82,c,17.9,13.7,37.4,V
83,c,21.1,22.2,93.7,V
84,c,27.7,4.1,64.6,V
85,c,20.8,-7.4,23.6,V
86,c,-5.1,-11.8,97.8,V
87,c,-24.0,19.7,34.5,V
88,c,8.9,26.2,32.9,V
89,c,28.2,9.5,57.1,V
90,c,9.8,16.1,90.6,V
91,s,-0.0,-17.1,0,-
92,s,5.0,-28.3,0,-
93,s,-0.1,7.9,0,-
94,s,-22.8,27.2,0,-
95,s,29.7,5.8,0,-
96,s,-1.7,16.2,0,-
97,s,16.5,-27.5,0,-
98,s,8.4,1.0,0,-
99,s,8.8,12.4,0,-
100,s,14.1,-8.7,0,-
101,s,8.6,-5.2,0,-
102,s,25.3,6.7,0,-
103,s,26.2,22.6,0,-
104,s,2.2,-4.4,0,-
