id,Type,X,Y,Demand,ServiceBy
0,d,-3.3,5.7,0,-
1,c,-25.8,-25.2,9.1,D/V
2,c,-11.1,-11.5,10.6,D/V
3,c,10.6,-27.9,11.0,D/V
4,c,0.1,9.1,7.9,D/V
5,c,24.1,8.4,5.1,D/V
6,c,1.2,-14.9,12.1,D/V
7,c,18.7,1.5,14.3,D/V
8,c,-5.8,3.4,4.3,D/V
9,c,-27.5,22.8,11.5,D/V
10,c,-15.0,28.2,1.9,D/V
11,c,23.5,0.5,1.9,D/V
12,c,5.5,6.8,10.0,D/V
13,c,27.4,22.7,9.8,D/V
14,c,6.5,29.9,4.8,D/V
15,c,14.1,-4.1,3.7,D/V
16,c,-23.7,5.4,13.8,D/V
17,c,-7.9,0.5,3.8,D/V
18,c,19.6,-2.8,13.2,D/V
19,c,29.3,-10.7,6.3,D/V
20,c,-2.5,2.3,6.2,D/V
21,c,14.8,18.7,7.9,D/V
22,c,-6.2,0.2,7.6,D/V
23,c,23.5,-26.3,8.6,D/V
24,c,29.6,16.6,8.6,D/V
25,c,18.7,9.6,12.2,D/V
26,c,15.5,1.9,7.3,D/V
27,c,19.0,0.2,0.7,D/V
28,c,-16.5,-2.2,1.1,D/V
29,c,8.3,4.8,1.5,D/V
30,c,7.4,-29.3,13.9,D/V
31,c,-26.7,-22.2,13.5,D/V
32,c,4.7,-28.2,6.8,D/V
33,c,22.2,29.6,2.7,D/V
34,c,16.2,-21.2,8.1,D/V
35,c,21.5,13.1,3.3,D/V
36,c,-20.5,-10.5,11.1,D/V
37,c,6.8,-16.6,6.2,D/V
38,c,7.9,5.8,12.5,D/V
39,c,3.2,22.0,8.2,D/V
40,c,-2.3,6.0,5.6,D/V
41,c,27.1,11.5,11.3,D/V
42,c,24.4,2.5,6.4,D/V
43,c,-10.0,-13.6,5.2,D/V
44,c,-2.3,-9.7,12.8,D/V
45,c,-18.1,1.5,13.1,D/V
46,c,10.1,-10.1,77.7,V
47,c,-8.6,29.2,29.7,V
48,c,10.7,-18.5,53.6,V
49,c,-20.7,-8.2,54.7,V
50,c,7.0,-3.9,79.6,V
51,c,8.5,-8.2,45.4,V
52,c,-28.1,-20.9,51.4,V
53,c,26.4,-0.9,56.6,V
54,c,-24.5,-1.0,56.4,V
55,c,-22.4,23.9,38.7,V
56,c,-25.4,13.4,30.3,V
57,c,-26.3,-18.4,91.7,V
58,c,-4.5,12.7,95.3,V
59,c,-11.0,13.2,81.6,V
60,c,-19.5,20.7,16.6,V
61,s,-13.2,-8.5,0,-
62,s,1.8,-29.1,0,-
63,s,-20.3,22.1,0,-
64,s,-3.2,-8.1,0,-
65,s,-28.8,-5.7,0,-
66,s,20.5,0.1,0,-
67,s,6.4,26.6,0,-
68,s,13.4,27.9,0,-
69,s,-11.4,-22.4,0,-
70,s,24.2,-18.8,0,-
71,s,12.5,-11.9,0,-
72,s,-1.8,14.1,0,-
